8,17,26,34,43,52,60,69,78,86,95,104,112,121,130
2,1,0,1,1,1,1,2,3,3,3,4,4,5,5
2,1,2,1,1,1,1,1,2,1,2,1,2,2,1
3,1,1,2,1,1,2,2,1,2,2,2,2,2,3
3,2,2,2,3,2,3,2,4,3,4,6,6,7,7
3,1,1,1,2,1,2,1,2,2,2,1,2,3,2
2,4,6,8,10,13,15,17,19,21,23,26,28,30,32
2,1,1,1,1,1,2,1,1,1,2,1,2,1,2
2,2,1,1,1,1,1,2,1,2,1,2,2,1,2
4,2,3,2,3,3,4,4,4,4,5,5,5,5,6
4,2,2,2,3,3,3,3,4,4,4,4,5,4,5
3,1,1,1,1,1,2,1,2,1,2,2,1,2,2
2,2,1,1,1,1,1,2,1,2,1,2,2,1,2
1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
5,3,3,4,5,5,5,6,6,7,7,10,12,12,18
4,2,2,4,8,10,12,14,16,18,20,22,24,26,28
2,1,1,1,1,0,1,1,1,1,2,1,1,1,1
2,1,0,1,1,1,0,1,1,1,1,1,0,1,1
2,1,0,1,1,0,1,1,1,0,1,1,1,1,1
2,1,1,2,1,1,1,1,2,1,1,2,1,2,2
3,1,2,1,2,1,2,2,2,2,2,2,3,2,3
2,1,0,1,1,0,1,2,4,4,4,4,4,8,8
10,9,11,14,15,18,21,22,25,27,30,32,34,36,39
1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5,4,4,4,15,16,24,24,24,32,32,40,40,48,48
2,1,1,2,1,1,1,1,2,1,1,2,1,2,2
2,1,3,4,5,6,7,8,9,10,11,13,14,15,16
4,3,3,3,3,4,4,4,8,9,9,10,11,12,13
3,1,1,2,1,2,2,4,4,5,5,6,7,7,8
2,1,3,4,5,6,7,8,9,10,11,13,14,15,16
27,54,81,108,135,162,189,216,244,271,298,325,352,379,406
2,4,6,8,10,13,15,17,19,21,23,26,28,30,32
4,3,3,3,4,4,4,4,7,9,10,11,12,13,14
3,3,6,8,10,13,15,17,19,21,23,26,28,30,32
13,27,40,54,67,81,94,108,122,135,149,162,176,189,203
2,4,6,8,10,13,15,17,19,21,23,26,28,30,32
6,12,18,24,30,36,42,48,54,60,66,72,78,84,90
6,12,18,24,30,36,42,48,54,60,66,72,78,84,90
9,19,29,39,49,59,69,78,88,98,108,118,128,138,147
2,4,6,8,10,13,15,17,19,21,23,26,28,30,32
3,1,1,2,1,2,2,1,2,2,2,3,2,2,3
4,2,2,2,5,6,7,8,9,10,11,13,14,15,16
3,3,6,8,10,13,15,17,19,21,23,26,28,30,32
2,1,1,2,1,1,1,1,2,1,1,2,1,2,2
2,5,7,10,12,15,18,20,23,25,28,30,33,36,38
2,1,1,1,0,1,1,1,1,1,1,1,1,1,2
3,2,1,2,2,2,2,2,2,3,3,4,5,6,6
3,2,2,2,2,3,2,3,3,3,3,4,3,4,4
1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
2,2,1,1,1,1,1,3,3,4,4,5,5,6,6
5,4,3,5,5,5,6,7,7,8,8,14,14,14,21
2,1,1,2,1,1,1,1,2,1,1,2,1,2,2
3,1,1,1,2,1,2,1,2,2,2,1,2,3,2
3,2,1,2,2,2,2,2,2,3,2,3,3,3,3
3,1,2,1,2,2,2,1,3,2,2,3,2,3,3
4,2,3,2,3,3,4,4,4,4,5,4,6,5,6
3,1,1,1,1,1,2,1,1,2,2,1,2,2,2
2,0,1,0,1,0,1,1,0,1,0,1,1,0,1
2,0,1,0,1,0,1,1,0,1,0,1,1,0,1
2,0,1,0,1,0,1,1,0,1,0,1,1,0,1
1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
2,1,1,0,1,1,1,1,1,1,1,1,1,1,1
3,1,0,1,0,1,0,1,0,0,1,0,0,1,0
4,1,1,1,1,1,0,1,1,0,1,0,1,1,0
3,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0
