2.54,0.00255,137181.6,1,1,1,3,3,6,8,10,13,15,17,19,21,23,26,28,30,32,34,36,39,41,43,45,47,49,52,54,2,5,5,8,10,12,15,17,19,21,23,25,28,30,32,34,36,38,41,43,45,47,49,51,54,56
44.997,0.08383,87950.4,7.72,1,1,4,1,2,3,2,3,2,3,4,3,4,4,4,4,4,5,5,5,6,5,6,6,6,6,7,2,6,3,4,5,4,5,4,5,6,5,6,6,6,6,6,7,7,7,8,7,8,8,8,8,9
31.344,0.08694,42398.4,2,1,1,5,3,3,4,4,4,5,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,26,27,2,7,5,5,6,6,6,7,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,28,29
16.829,0.04248,56677.2,1,1,1,4,3,5,8,10,13,15,17,19,21,23,26,28,30,32,34,36,39,41,43,45,47,49,52,54,2,6,5,7,10,12,15,17,19,21,23,25,28,30,32,34,36,38,41,43,45,47,49,51,54,56
4.808,0.0034,143664,10,1,1,3,1,2,2,1,2,2,2,2,3,2,3,2,3,3,3,3,4,3,4,4,4,4,4,4,2,5,3,4,4,3,4,4,4,4,5,4,5,4,5,5,5,5,6,5,6,6,6,6,6,6
7.666,0.0102,359072.4,0.84,1,1,2,5,7,10,12,15,18,20,23,25,28,30,33,36,38,41,43,46,49,51,54,56,59,61,64,2,4,7,9,12,14,17,20,22,25,27,30,32,35,38,40,43,45,48,51,53,56,58,61,63,66
9.435,0.01841,226884,19.92,1,1,3,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,3,2,2,3,2,3,2,3,3,2,5,3,3,3,3,4,3,4,3,4,3,4,4,4,4,4,5,4,4,5,4,5,4,5,5
47.537,0.09742,64561.2,5,1,1,4,2,3,2,3,4,3,4,4,5,4,5,6,5,6,6,7,6,7,8,7,8,9,8,9,2,6,4,5,4,5,6,5,6,6,7,6,7,8,7,8,8,9,8,9,10,9,10,11,10,11
120,0.208,50000,,1,1,4,3,3,3,4,4,4,5,5,5,6,7,6,7,7,8,8,9,9,9,10,10,10,11,11,2,6,5,5,5,6,6,6,7,7,7,8,9,8,9,9,10,10,11,11,11,12,12,12,13,13
49.71,0.39329,832600,,1,1,2,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,4,2,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3
11.93,0.05829,131000,5,1,1,3,2,1,2,2,2,2,2,2,3,2,5,5,6,6,6,7,7,8,8,9,9,9,10,10,2,5,4,3,4,4,4,4,4,4,5,4,7,7,8,8,8,9,9,10,10,11,11,11,12,12
3.039,0.0017,117000,10.61,7,7,7,5,7,7,9,10,10,12,14,14,15,17,17,19,20,21,22,23,25,25,27,28,29,30,31,14,21,19,21,21,23,24,24,26,28,28,29,31,31,33,34,35,36,37,39,39,41,42,43,44,45
4.808,0.0034,143664,10,1,1,3,1,2,2,1,2,2,2,2,3,2,3,2,3,3,3,3,4,3,4,4,4,4,4,4,2,5,3,4,4,3,4,4,4,4,5,4,5,4,5,5,5,5,6,5,6,6,6,6,6,6
3,0.0053,103280.4,7.72,1,1,3,2,2,2,2,2,3,2,3,3,4,3,3,4,4,4,4,5,5,4,5,6,5,6,5,2,5,4,4,4,4,4,5,4,5,5,6,5,5,6,6,6,6,7,7,6,7,8,7,8,7
27,0.01124,66666.7,,1,1,4,2,3,2,3,3,4,4,4,4,4,5,5,6,6,6,6,6,7,7,8,8,8,8,8,2,6,4,5,4,5,5,6,6,6,6,6,7,7,8,8,8,8,8,9,9,10,10,10,10,10
34.93,0.05606,77100,,1,1,4,2,2,2,3,3,3,3,4,4,4,4,5,4,5,6,5,6,6,6,7,7,7,7,7,2,6,4,4,4,5,5,5,5,6,6,6,6,7,6,7,8,7,8,8,8,9,9,9,9,9
70.541,0.40788,66666.7,,2,2,5,4,3,5,5,5,6,7,7,8,8,9,10,10,10,11,12,12,13,14,14,14,15,16,16,4,9,8,7,9,9,9,10,11,11,12,12,13,14,14,14,15,16,16,17,18,18,18,19,20,20
10.075,0.00488,500000,,4,4,3,2,1,2,2,2,2,2,3,2,3,3,3,3,4,3,4,4,4,4,4,4,5,5,4,8,11,10,9,10,10,10,10,10,11,10,11,11,11,11,12,11,12,12,12,12,12,12,13,13,12
2.517,0,500000,,1,1,2,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,4,3,3,2,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,3,4,3,3,4
5.271,0.06906,500000,,1,1,2,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,4,3,3,2,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,3,4,3,3,4
2.86,0.00325,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,3,4,3,3,4
1.306,0.00439,500000,,1,1,2,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,6,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3
80.779,0.6391,832600,,1,1,2,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,7,4,4,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,5,4,4,5,5,4,5
12.529,0.01381,242700,,1,1,3,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,3,2,2,3,3,2,3,2,7,4,4,3,3,3,3,2,3,2,3,2,3,3,2,3,2,2,3,2,3,2,3,2,3
66.366,0.10644,77100,,1,,4,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,3,1,1,0,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
134.027,0.77513,66666.7,,2,,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,0,0,0,2,3,2,3,2,2,3,2,3,2,2,3,2,2,3,2,2,3,2,2
10.075,0.00488,500000,,4,,3,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,4,2,1,0,0,0,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4
574.119,0,500000,,1,,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
196.77,1.26896,500000,,1,,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
61.839,0.7397,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1.306,0.00439,500000,,1,,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1
80.779,0.6391,832600,,1,,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1
12.529,0.01381,242700,,1,,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,1,0,0,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1
21.84,0.28022,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
80.954,0.68679,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0.063,0.02067,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100.21,0.05,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10.503,0.009,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
53.046,0.04546,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
734.8,0.36667,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2765.882,0.00212,,,1,1,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
4580,33.33333,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
400,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,0.25,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,0.3,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197.917,1.425,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0.0135,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.56,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.0056,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,4.36,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158.333,4.11667,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
728.333,2.53333,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1.41,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.01,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7.2,0.075,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237.5,4.75,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,1.344,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.75,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.75,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,3,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,0.07,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150,0.3,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158.333,3.16667,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,0.008,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.54,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,0.5,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,0.4,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1000,4,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
500,2.5,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317.514,1.35921,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
997.902,0.3398,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26.762,0.08495,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.33,0.00479,,0.123076923,2,2,34,70,104,140,176,210,246,280,316,352,386,422,458,492,528,562,598,634,668,704,740,774,810,844,880,4,38,74,108,144,180,214,250,284,320,356,390,426,462,496,532,566,602,638,672,708,744,778,814,848,884
78.04,0.66796,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
