14,20,20,20,22,23,26,27,29,31,33
4200,6000,6000,6000,6600,6900,7800,8100,8700,9300,9900
10,14,15,17,19,22,25,28,30,33,35
3000,4200,4500,5100,5700,6600,7500,8400,9000,9900,10500
