4.355,0.0034,61845.6,0.25,1,1,8,17,26,34,43,52,60,69,78,86,95,104,112,121,130,0,0,0,0,0,0,0,0,0,0,2,10,19,28,36,45,54,62,71,80,88,97,106,114,123,132,2,2,2,2,2,2,2,2,2,2
28.668,0.02945,296701.2,6,1,1,2,1,0,1,1,1,1,2,3,3,3,4,4,5,5,0,0,0,0,0,0,0,0,0,0,2,4,3,2,3,3,3,3,4,5,5,5,6,6,7,7,2,2,2,2,2,2,2,2,2,2
34.247,0.03115,138408,,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,4,3,4,3,3,3,3,3,4,3,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2
48.172,0.03115,98112,10,1,1,3,1,1,2,1,1,2,2,1,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,2,5,3,3,4,3,3,4,4,3,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,2
42.638,0.06485,47479.2,4.17,1,1,3,2,2,2,3,2,3,2,4,3,4,6,6,7,7,0,0,0,0,0,0,0,0,0,0,2,5,4,4,4,5,4,5,4,6,5,6,8,8,9,9,2,2,2,2,2,2,2,2,2,2
47.084,0.08383,103280.4,7.72,1,1,3,1,1,1,2,1,2,1,2,2,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,2,5,3,3,3,4,3,4,3,4,4,4,3,4,5,4,2,2,2,2,2,2,2,2,2,2
17.963,0.01015,144540,1,1,1,2,4,6,8,10,13,15,17,19,21,23,26,28,30,32,0,0,0,0,0,0,0,0,0,0,2,4,6,8,10,12,15,17,19,21,23,25,28,30,32,34,2,2,2,2,2,2,2,2,2,2
10.886,0.00453,156200,15.29,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,3,3,3,3,4,3,3,3,4,3,4,3,4,2,2,2,2,2,2,2,2,2,2
5.58,0.03,129700,10,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,4,4,3,3,3,3,3,4,3,4,3,4,4,3,4,2,2,2,2,2,2,2,2,2,2
39.916,0.17842,32900,,1,1,4,2,3,2,3,3,4,4,4,4,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0,2,6,4,5,4,5,5,6,6,6,6,7,7,7,7,8,2,2,2,2,2,2,2,2,2,2
42.638,0.08496,77100,,2,2,4,2,2,2,3,3,3,3,4,4,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,4,8,6,6,6,7,7,7,7,8,8,8,8,9,8,9,4,4,4,4,4,4,4,4,4,4
3.311,0.0085,242700,,2,2,3,1,1,1,1,1,2,1,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,4,7,5,5,5,5,5,6,5,6,5,6,6,5,6,6,4,4,4,4,4,4,4,4,4,4
5.579,0.02549,129700,10,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,4,4,3,3,3,3,3,4,3,4,3,4,4,3,4,2,2,2,2,2,2,2,2,2,2
2.722,0.00566,2270000,,2,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4
3.039,0.0017,117000,10.61,6,6,5,3,3,4,5,5,5,6,6,7,7,10,12,12,18,0,0,0,0,0,0,0,0,0,0,12,17,15,15,16,17,17,17,18,18,19,19,22,24,24,30,12,12,12,12,12,12,12,12,12,12
42.638,0.08496,77100,2.28,2,2,4,2,2,4,8,10,12,14,16,18,20,22,24,26,28,0,0,0,0,0,0,0,0,0,0,4,8,6,6,8,12,14,16,18,20,22,24,26,28,30,32,4,4,4,4,4,4,4,4,4,4
49.71,0.39329,832600,,4,4,2,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,10,9,9,9,9,8,9,9,9,9,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8
4.037,0.01728,2350000,,8,8,2,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,16,18,17,16,17,17,17,16,17,17,17,17,17,16,17,17,16,16,16,16,16,16,16,16,16,16
0.454,0.00016,1250000,,4,4,2,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,10,9,8,9,9,8,9,9,9,8,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8
0.635,0.00057,1140000,,8,8,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,16,18,17,17,18,17,17,17,17,18,17,17,18,17,18,18,16,16,16,16,16,16,16,16,16,16
25.31,0.13088,333000,,4,4,3,1,2,1,2,1,2,2,2,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,8,11,9,10,9,10,9,10,10,10,10,10,10,11,10,11,8,8,8,8,8,8,8,8,8,8
0.476,0,1250000,15,4,4,2,1,0,1,1,0,1,2,4,4,4,4,4,8,8,0,0,0,0,0,0,0,0,0,0,8,10,9,8,9,9,8,9,10,12,12,12,12,12,16,16,8,8,8,8,8,8,8,8,8,8
7.453,0.00708,32900,,8,8,10,9,11,14,15,18,21,22,25,27,30,32,34,36,39,0,0,0,0,0,0,0,0,0,0,16,26,25,27,30,31,34,37,38,41,43,46,48,50,52,55,16,16,16,16,16,16,16,16,16,16
