1,6508.333333,5580.85,1
1,5404.166667,3650,1
1,1370.833333,,1
1,3212.5,,2
1,10112.5,,2
1,5404.166667,3650,1
1,94583.33333,,2
1,4875,3872.65,6
1,3212.5,832.2,2
2,6508.333333,5580.85,1
2,5404.166667,3650,1
2,1370.833333,,1
2,3212.5,,2
2,10112.5,,2
2,5404.166667,3650,1
2,94583.33333,,2
2,4875,3872.65,6
2,3212.5,832.2,2
3,34691.66667,,1
3,97916.66667,,2
3,52083.33333,,1
3,47500,,2
3,13875,,1
3,52083.33333,5475,1
3,1370.833333,,2
3,1566666.667,,4
3,5458.333333,1825,2
3,47500,,2
4,5938.55,730,1
4,1138.8,876,1
4,3755.85,1460,1
4,7562.8,730,1
4,8318.35,29.2,1
4,16027.15,365,1
5,1065.8,821.25,1
5,3500.35,365,1
5,12362.55,58.4,1
5,5978.7,365,1
5,12362.55,131.4,1
5,12362.55,131.4,1
5,29889.85,80.3,1
5,5715.9,365,1
5,3664.6,2817.8,1
5,1766.6,730,1
5,2361.55,365,1
5,5986,3650,1
5,14961.35,306.6,1
5,9453.5,7270.8,1
5,2690.05,1825,1
6,72634,2083.333333,137
7,3212.5,,1
7,2777.779167,,2
7,20833.33333,,4
8,20833.33333,,1
8,20833.33333,,1
8,20833.33333,,1
8,34691.66667,,1
8,10112.5,,1
9,3212.5,,1
9,2777.779167,,2
9,20833.33333,,4
10,20833.33333,,1
10,20833.33333,,1
10,20833.33333,,1
10,34691.66667,,1
10,10112.5,,1
11,2576.9,91.25,1
11,12362.55,2190,1
11,5767,,1
11,4088,3650,1
11,1978.3,1522.05,1
11,4303.35,2817.8,1
11,6022.5,365,1
