8,17,26,34,43,52,60,69,78,86
2,1,1,1,1,0,1,2,3,3
3,1,1,1,2,1,1,2,1,2
3,2,1,1,2,2,1,2,2,2
4,2,2,2,3,2,3,3,3,4
3,2,1,1,2,1,2,2,1,2
3,3,6,8,10,13,15,17,19,21
3,1,1,1,1,1,2,1,1,2
3,1,1,2,1,1,2,1,2,1
5,2,3,3,3,3,4,4,4,5
4,3,2,3,2,3,4,3,4,4
3,1,2,1,1,1,2,1,2,2
3,1,1,2,1,1,2,1,2,1
2,0,1,0,0,1,0,1,0,0
6,3,4,4,4,5,6,6,7,7
4,3,2,3,8,10,12,14,16,18
3,1,1,1,1,1,2,1,1,2
3,1,1,2,1,1,2,1,2,1
5,2,3,3,3,3,4,4,4,5
4,3,2,3,2,3,4,3,4,4
3,1,2,1,1,1,2,1,2,2
3,1,1,2,1,1,2,1,2,1
2,0,1,0,0,1,0,1,0,0
6,3,4,4,4,5,6,6,7,7
4,3,2,3,8,10,12,14,16,18
3,1,1,0,1,1,1,1,2,1
2,1,1,1,1,0,1,1,1,1
2,1,1,1,0,1,1,1,1,1
3,1,1,1,2,1,1,1,2,1
3,2,1,2,2,1,2,2,2,3
2,1,1,1,0,1,1,1,4,4
11,10,11,14,16,19,21,23,25,28
1,1,0,1,0,0,0,1,0,0
6,4,4,5,13,16,24,24,24,32
3,1,1,1,2,1,1,1,2,1
3,1,2,4,5,6,7,8,9,10
5,3,3,3,3,4,5,4,6,9
3,2,1,2,1,2,2,3,4,5
3,1,2,4,5,6,7,8,9,10
27,54,81,108,135,162,189,216,244,271
2,4,6,8,10,13,15,17,19,21
5,3,3,3,4,4,5,5,5,8
3,3,6,8,10,13,15,17,19,21
13,27,40,54,67,81,94,108,122,135
3,3,6,8,10,13,15,17,19,21
6,12,18,24,30,36,42,48,54,60
6,12,18,24,30,36,42,48,54,60
9,19,29,39,49,59,69,78,88,98
3,3,6,8,10,13,15,17,19,21
3,2,1,2,1,2,2,2,2,2
4,2,3,2,4,6,7,8,9,10
4,2,6,8,10,13,15,17,19,21
3,1,1,1,2,1,1,1,2,1
2,5,7,10,12,15,18,20,23,25
3,0,1,1,1,1,1,1,1,1
4,1,2,2,2,2,2,3,2,3
4,2,2,2,2,3,3,3,3,3
2,0,1,0,1,0,1,0,1,0
3,1,1,2,1,1,2,1,3,4
6,4,4,4,6,5,7,6,8,8
3,1,1,1,2,1,1,1,2,1
3,2,1,1,2,1,2,2,1,2
4,1,2,2,2,2,2,2,3,2
3,1,1,1,1,1,2,1,1,2
3,1,1,2,1,1,2,1,2,1
5,2,3,3,3,3,4,4,4,5
4,3,2,3,2,3,4,3,4,4
3,1,2,1,1,1,2,1,2,2
3,1,1,2,1,1,2,1,2,1
2,0,1,0,0,1,0,1,0,0
6,3,4,4,4,5,6,6,7,7
4,3,2,3,8,10,12,14,16,18
4,1,2,2,2,2,2,2,3,2
25,29,38,47,57,67,75,86,95,104
3,2,2,1,2,2,2,2,2,2
5,2,3,3,3,3,4,4,4,4
3,1,1,2,1,1,2,1,2,1
2,1,0,1,1,0,1,0,1,1
2,1,0,1,1,0,1,0,1,1
2,1,0,1,1,0,1,0,1,1
2,0,1,0,1,0,1,0,1,0
3,0,1,1,1,1,1,1,1,1
3,1,1,1,0,1,0,0,1,0
5,1,1,1,1,1,0,1,1,1
3,1,0,1,0,0,1,0,0,1
2,0,1,0,0,0,1,0,0,0
2,0,1,0,0,0,1,0,0,0
2,0,1,0,0,0,1,0,0,0
2,0,0,1,0,0,0,0,0,0
3,0,0,1,0,0,1,0,0,0
